Biosample,Reads,Bases,projectGoldId,biosampleGoldId,sequencingStrategy
SAMEA7724042,219362,32625720,Gp0618554,Gb0315460,Metagenome
SAMEA7724138,192098,28484975,Gp0619993,Gb0315985,Targeted Gene Survey
SAMEA7724138,192098,28484975,Gp0619079,Gb0315985,Metagenome
SAMEA7723869,190830,28398741,Gp0618832,Gb0315738,Metagenome
SAMEA7723869,190830,28398741,Gp0619769,Gb0315738,Targeted Gene Survey
SAMEA7724257,188722,28020593,Gp0452615,Gb0239989,Metagenome
SAMEA7724257,188722,28020593,Gp0619269,Gb0239989,Targeted Gene Survey
SAMEA7723965,185234,27566151,Gp0619847,Gb0297425,Targeted Gene Survey
SAMEA7723965,185234,27566151,Gp0578370,Gb0297425,Metagenome
SAMEA7724127,177120,26329102,Gp0452575,Gb0239949,Metagenome
SAMEA7724127,177120,26329102,Gp0619210,Gb0239949,Targeted Gene Survey
SAMEA7723962,176388,25807460,Gp0619844,Gb0297422,Targeted Gene Survey
SAMEA7723962,176388,25807460,Gp0578367,Gb0297422,Metagenome
SAMEA7723498,162726,24194043,Gp0618737,Gb0315643,Metagenome
SAMEA7723498,162726,24194043,Gp0619449,Gb0315643,Targeted Gene Survey
SAMEA7724103,152242,22596681,Gp0619186,Gb0240116,Targeted Gene Survey
SAMEA7724103,152242,22596681,Gp0452742,Gb0240116,Metagenome
SAMEA7723484,151516,22468584,Gp0619435,Gb0297338,Targeted Gene Survey
SAMEA7723484,151516,22468584,Gp0577824,Gb0297338,Metagenome
SAMEA7724370,150006,22280792,Gp0618751,Gb0315657,Metagenome
SAMEA7724370,150006,22280792,Gp0620085,Gb0315657,Targeted Gene Survey
SAMEA7723960,148588,22116162,Gp0619842,Gb0297420,Targeted Gene Survey
SAMEA7723960,148588,22116162,Gp0578365,Gb0297420,Metagenome
SAMEA7724331,147042,21845916,Gp0620064,Gb0315667,Targeted Gene Survey
SAMEA7724331,147042,21845916,Gp0618761,Gb0315667,Metagenome
SAMEA7724148,127942,19035000,Gp0619089,Gb0315995,Metagenome
SAMEA7724148,127942,19035000,Gp0620003,Gb0315995,Targeted Gene Survey
SAMEA7724123,127580,18940033,Gp0619206,Gb0239945,Targeted Gene Survey
SAMEA7724123,127580,18940033,Gp0452571,Gb0239945,Metagenome
SAMEA7723651,126606,18818959,Gp0619599,Gb0315932,Targeted Gene Survey
SAMEA7723651,126606,18818959,Gp0619026,Gb0315932,Metagenome
SAMEA7723494,113676,16917028,Gp0619445,Gb0297348,Targeted Gene Survey
SAMEA7723494,113676,16917028,Gp0577904,Gb0297348,Metagenome
SAMEA7723684,113266,16818145,Gp0619047,Gb0315953,Metagenome
SAMEA7723684,113266,16818145,Gp0619632,Gb0315953,Targeted Gene Survey
SAMEA7723493,110526,16486236,Gp0577896,Gb0297347,Metagenome
SAMEA7723493,110526,16486236,Gp0619444,Gb0297347,Targeted Gene Survey
SAMEA7723975,91582,13590347,Gp0619054,Gb0315960,Metagenome
SAMEA7723975,91582,13590347,Gp0619857,Gb0315960,Targeted Gene Survey
SAMEA7724234,88030,13077622,Gp0452591,Gb0239965,Metagenome
SAMEA7724234,88030,13077622,Gp0619246,Gb0239965,Targeted Gene Survey
SAMEA7723499,85336,12686460,Gp0618738,Gb0315644,Metagenome
SAMEA7723499,85336,12686460,Gp0619450,Gb0315644,Targeted Gene Survey
SAMEA7724301,85216,12681520,Gp0452548,Gb0239922,Metagenome
SAMEA7724301,85216,12681520,Gp0619313,Gb0239922,Targeted Gene Survey
SAMEA7724219,83472,12396953,Gp0619236,Gb0240098,Targeted Gene Survey
SAMEA7724219,83472,12396953,Gp0452724,Gb0240098,Metagenome
SAMEA7724242,78438,11655516,Gp0452599,Gb0239973,Metagenome
SAMEA7724242,78438,11655516,Gp0619254,Gb0239973,Targeted Gene Survey
SAMEA7723961,64434,9539577,Gp0578366,Gb0297421,Metagenome
SAMEA7723961,64434,9539577,Gp0619843,Gb0297421,Targeted Gene Survey
SAMEA7724311,55138,8195996,Gp0619323,Gb0240025,Targeted Gene Survey
SAMEA7724311,55138,8195996,Gp0452651,Gb0240025,Metagenome
SAMEA7724122,49164,7297367,Gp0452570,Gb0239944,Metagenome
SAMEA7724122,49164,7297367,Gp0619205,Gb0239944,Targeted Gene Survey
SAMEA7723486,45102,6700297,Gp0619437,Gb0297340,Targeted Gene Survey
SAMEA7723486,45102,6700297,Gp0577840,Gb0297340,Metagenome
SAMEA7723489,39426,5865962,Gp0577862,Gb0297343,Metagenome
SAMEA7723489,39426,5865962,Gp0619440,Gb0297343,Targeted Gene Survey
SAMEA7724126,35592,5282701,Gp0619209,Gb0239948,Targeted Gene Survey
SAMEA7724126,35592,5282701,Gp0452574,Gb0239948,Metagenome
SAMEA7723626,32984,4905164,Gp0619001,Gb0315907,Metagenome
SAMEA7723626,32984,4905164,Gp0619574,Gb0315907,Targeted Gene Survey
SAMEA7724407,32014,4756381,Gp0619356,Gb0239981,Targeted Gene Survey
SAMEA7724407,32014,4756381,Gp0452607,Gb0239981,Metagenome
SAMEA7724250,30524,4534464,Gp0619262,Gb0239982,Targeted Gene Survey
SAMEA7724250,30524,4534464,Gp0452608,Gb0239982,Metagenome
SAMEA7724330,29662,4406217,Gp0620063,Gb0315666,Targeted Gene Survey
SAMEA7724330,29662,4406217,Gp0618760,Gb0315666,Metagenome
SAMEA7724124,28874,4283131,Gp0452572,Gb0239946,Metagenome
SAMEA7724124,28874,4283131,Gp0619207,Gb0239946,Targeted Gene Survey
SAMEA7724245,28130,4179240,Gp0452602,Gb0239976,Metagenome
SAMEA7724245,28130,4179240,Gp0619257,Gb0239976,Targeted Gene Survey
SAMEA7723545,27806,3954474,Gp0619496,Gb0315449,Targeted Gene Survey
SAMEA7723545,27806,3954474,Gp0618543,Gb0315449,Metagenome
SAMEA7724113,27100,4028316,Gp0619196,Gb0239959,Targeted Gene Survey
SAMEA7724113,27100,4028316,Gp0452585,Gb0239959,Metagenome
SAMEA7724328,25710,3822279,Gp0620061,Gb0315664,Targeted Gene Survey
SAMEA7724328,25710,3822279,Gp0618758,Gb0315664,Metagenome
SAMEA7724324,25482,3785706,Gp0620057,Gb0315660,Targeted Gene Survey
SAMEA7724324,25482,3785706,Gp0618754,Gb0315660,Metagenome
SAMEA7723546,23938,3564140,Gp0619497,Gb0315450,Targeted Gene Survey
SAMEA7723546,23938,3564140,Gp0618544,Gb0315450,Metagenome
SAMEA7724236,21242,3155535,Gp0619248,Gb0239967,Targeted Gene Survey
SAMEA7724236,21242,3155535,Gp0452593,Gb0239967,Metagenome
SAMEA7723722,20552,3055104,Gp0618928,Gb0315834,Metagenome
SAMEA7723722,20552,3055104,Gp0619670,Gb0315834,Targeted Gene Survey
SAMEA7723409,17568,2612372,Gp0619378,Gb0316049,Targeted Gene Survey
SAMEA7723409,17568,2612372,Gp0619143,Gb0316049,Metagenome
SAMEA7724262,17530,2607381,Gp0452620,Gb0239994,Metagenome
SAMEA7724262,17530,2607381,Gp0619274,Gb0239994,Targeted Gene Survey
SAMEA7724235,15258,2269604,Gp0452592,Gb0239966,Metagenome
SAMEA7724235,15258,2269604,Gp0619247,Gb0239966,Targeted Gene Survey
SAMEA7724254,15078,2239271,Gp0619266,Gb0239986,Targeted Gene Survey
SAMEA7724254,15078,2239271,Gp0452612,Gb0239986,Metagenome
SAMEA7724335,14418,2142853,Gp0619337,Gb0240039,Targeted Gene Survey
SAMEA7724335,14418,2142853,Gp0452665,Gb0240039,Metagenome
SAMEA7724323,14178,2107911,Gp0618753,Gb0315659,Metagenome
SAMEA7724323,14178,2107911,Gp0620056,Gb0315659,Targeted Gene Survey
SAMEA7724405,13410,1989956,Gp0619354,Gb0240108,Targeted Gene Survey
SAMEA7724405,13410,1989956,Gp0452734,Gb0240108,Metagenome
SAMEA7724275,13144,1952181,Gp0452633,Gb0240007,Metagenome
SAMEA7724275,13144,1952181,Gp0619287,Gb0240007,Targeted Gene Survey
SAMEA7723724,10576,1551393,Gp0619672,Gb0315836,Targeted Gene Survey
SAMEA7723724,10576,1551393,Gp0618930,Gb0315836,Metagenome
SAMEA7724267,9170,1360476,Gp0452625,Gb0239999,Metagenome
SAMEA7724267,9170,1360476,Gp0619279,Gb0239999,Targeted Gene Survey
SAMEA7724247,8908,1322328,Gp0452604,Gb0239978,Metagenome
SAMEA7724247,8908,1322328,Gp0619259,Gb0239978,Targeted Gene Survey
SAMEA7724287,7614,1131427,Gp0452578,Gb0239952,Metagenome
SAMEA7724287,7614,1131427,Gp0619299,Gb0239952,Targeted Gene Survey
SAMEA7723737,6688,994938,Gp0618550,Gb0315456,Metagenome
SAMEA7723737,6688,994938,Gp0619685,Gb0315456,Targeted Gene Survey
SAMEA7723739,5014,745231,Gp0619687,Gb0315458,Targeted Gene Survey
SAMEA7723739,5014,745231,Gp0618552,Gb0315458,Metagenome
SAMEA7724238,4562,676455,Gp0452595,Gb0239969,Metagenome
SAMEA7724238,4562,676455,Gp0619250,Gb0239969,Targeted Gene Survey
SAMEA7724272,4288,637120,Gp0619284,Gb0240004,Targeted Gene Survey
SAMEA7724272,4288,637120,Gp0452630,Gb0240004,Metagenome
SAMEA7727180,4256,632996,Gp0452728,Gb0240102,Metagenome
SAMEA7724327,4214,626154,Gp0620060,Gb0315663,Targeted Gene Survey
SAMEA7724327,4214,626154,Gp0618757,Gb0315663,Metagenome
SAMEA7724218,3948,586977,Gp0619235,Gb0240096,Targeted Gene Survey
SAMEA7724218,3948,586977,Gp0452722,Gb0240096,Metagenome
SAMEA7723738,3620,535794,Gp0618551,Gb0315457,Metagenome
SAMEA7723738,3620,535794,Gp0619686,Gb0315457,Targeted Gene Survey
SAMEA7724266,3440,511143,Gp0452624,Gb0239998,Metagenome
SAMEA7724266,3440,511143,Gp0619278,Gb0239998,Targeted Gene Survey
SAMEA7724277,2802,416478,Gp0452635,Gb0240009,Metagenome
SAMEA7724277,2802,416478,Gp0619289,Gb0240009,Targeted Gene Survey
SAMEA7724271,2516,374026,Gp0619283,Gb0240003,Targeted Gene Survey
SAMEA7724271,2516,374026,Gp0452629,Gb0240003,Metagenome
SAMEA7723548,2128,311318,Gp0618546,Gb0315452,Metagenome
SAMEA7723548,2128,311318,Gp0619499,Gb0315452,Targeted Gene Survey
SAMEA7724403,1474,217175,Gp0619352,Gb0240104,Targeted Gene Survey
SAMEA7724403,1474,217175,Gp0452730,Gb0240104,Metagenome
SAMEA7724322,1186,176473,Gp0620055,Gb0315658,Targeted Gene Survey
SAMEA7724322,1186,176473,Gp0618752,Gb0315658,Metagenome
SAMEA7723434,1128,167414,Gp0619153,Gb0240127,Targeted Gene Survey
SAMEA7723434,1128,167414,Gp0452753,Gb0240127,Metagenome
SAMEA7724120,968,143508,Gp0619203,Gb0239942,Targeted Gene Survey
SAMEA7724120,968,143508,Gp0452568,Gb0239942,Metagenome
SAMEA7724260,930,138267,Gp0452618,Gb0239992,Metagenome
SAMEA7724260,930,138267,Gp0619272,Gb0239992,Targeted Gene Survey
SAMEA7724119,696,103361,Gp0452567,Gb0239941,Metagenome
SAMEA7724119,696,103361,Gp0619202,Gb0239941,Targeted Gene Survey
SAMEA7724274,636,94374,Gp0619286,Gb0240006,Targeted Gene Survey
SAMEA7724274,636,94374,Gp0452632,Gb0240006,Metagenome
SAMEA7724264,570,84593,Gp0452622,Gb0239996,Metagenome
SAMEA7724264,570,84593,Gp0619276,Gb0239996,Targeted Gene Survey
SAMEA7724251,566,84234,Gp0452609,Gb0239983,Metagenome
SAMEA7724251,566,84234,Gp0619263,Gb0239983,Targeted Gene Survey
SAMEA7723487,544,80333,Gp0577846,Gb0297341,Metagenome
SAMEA7723487,544,80333,Gp0619438,Gb0297341,Targeted Gene Survey
SAMEA7724406,538,79732,Gp0619355,Gb0240109,Targeted Gene Survey
SAMEA7724406,538,79732,Gp0452735,Gb0240109,Metagenome
SAMEA7723710,520,77207,Gp0618916,Gb0315822,Metagenome
SAMEA7723710,520,77207,Gp0619658,Gb0315822,Targeted Gene Survey
SAMEA7724265,478,70986,Gp0452623,Gb0239997,Metagenome
SAMEA7724265,478,70986,Gp0619277,Gb0239997,Targeted Gene Survey
SAMEA7723712,448,66357,Gp0619660,Gb0315824,Targeted Gene Survey
SAMEA7723712,448,66357,Gp0618918,Gb0315824,Metagenome
SAMEA7727182,440,65210,Gp0452731,Gb0240105,Metagenome
SAMEA7724404,312,46453,Gp0452732,Gb0240106,Metagenome
SAMEA7724404,312,46453,Gp0619353,Gb0240106,Targeted Gene Survey
SAMEA7727184,290,43048,Gp0452736,Gb0240110,Metagenome
SAMEA7724106,280,40407,Gp0452755,Gb0240129,Metagenome
SAMEA7724106,280,40407,Gp0619189,Gb0240129,Targeted Gene Survey
SAMEA7723483,132,19492,Gp0577816,Gb0297337,Metagenome
SAMEA7723483,132,19492,Gp0619434,Gb0297337,Targeted Gene Survey
SAMEA7724224,88,12967,Gp0452716,Gb0240090,Metagenome
SAMEA7724224,88,12967,Gp0619241,Gb0240090,Targeted Gene Survey
SAMEA7727181,60,8929,Gp0452729,Gb0240103,Metagenome
SAMEA7723436,42,6259,Gp0452757,Gb0240131,Metagenome
SAMEA7723436,42,6259,Gp0619155,Gb0240131,Targeted Gene Survey
SAMEA7723720,38,5613,Gp0618926,Gb0315832,Metagenome
SAMEA7723720,38,5613,Gp0619668,Gb0315832,Targeted Gene Survey
SAMEA7727183,20,2992,Gp0452733,Gb0240107,Metagenome
